Row ID,Purchase Order Description,Purchase Order (Contract) Number,Revision Number,Specification Number,Contract Type,Start Date,End Date,Approval Date,Department,Vendor Name,Vendor ID,Address 1,City,State,Zip,Award Amount,Procurement Type,Start Date Year,End Date Year,Contract_Duration_Days,Approval_Delay_Days,Is_Zero_Award,Is_Negative_Modification,Is_High_Value,Award_Category,Vendor_Key,Revision_Count_Per_Contract
1266,1269692A: LAKE ST. BASCULE BRIDGE OVER THE SOUTH BRANCH OF THE CHICAGO RIVER,299159,0,1269692A,CONSTRUCTION-LARGE $3MILLIONORABOVE,3/27/2025,3/27/2025,03/27/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,GRANITE CONSTRUCTION COMPANY.,105461011P,2215 SANDERS RD # 400,NORTHBROOK,IL,60062,"$137,618,565",BID,2025,2025,0,0,0,0,1,Large,GRANITE CONSTRUCTION COMPANY.|105461011P,1
1267,DFSS-ARP-YS-MCMF:,214767,2,1263684,DELEGATE AGENCY,3/1/2023,1/31/2026,03/27/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,URBAN MALE NETWORK,105493984X,ADDRESS NOT PROVIDED,CHICAGO,IL,60636,"$176,320",UNKNOWN,2023,2026,1067,757,0,0,1,Large,URBAN MALE NETWORK|105493984X,3
1268,DFSS-ARP-YS-MCMF:,214771,4,1263684,DELEGATE AGENCY,3/1/2023,1/31/2026,03/27/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,100038336P,801 N DEARBORN ST,CHICAGO,IL,60610,"$176,320",UNKNOWN,2023,2026,1067,757,0,0,1,Large,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO|100038336P,4
1269,CDPH-MNTL-HLTH: MENTAL HEALTH - MENTAL HEALTH EQUITY INITIATIVE - CORP PO 292151 FRIEND FAMILY HEALTH CENTER,292151,0,1313213,DELEGATE AGENCY,1/1/2025,12/31/2025,03/26/2025,UNKNOWN,FRIEND FAMILY HEALTH CENTER,31325053X,950 E 61ST ST,CHICAGO,IL,60637-2665,"$240,000",UNKNOWN,2025,2025,364,84,0,0,1,Large,FRIEND FAMILY HEALTH CENTER|31325053X,1
1270,CDPH-MNTL-HLTH: MENTAL HEALTH - MENTAL HEALTH EQUITY INITIATIVE - CORP PO 293907 CHICAGO FAMILY HEALTH,293907,0,1314513,DELEGATE AGENCY,1/1/2025,12/31/2025,03/26/2025,UNKNOWN,"CHICAGO FAMILY HEALTH CENTER, INC.",3625067T,9119 S EXCHANGE AVE,CHICAGO,IL,60617,"$360,000",UNKNOWN,2025,2025,364,84,0,0,1,Large,"CHICAGO FAMILY HEALTH CENTER, INC.|3625067T",1
1271,DFSS-CORP-HS-LPF:,294443,0,1306705,DELEGATE AGENCY,1/1/2025,12/31/2027,03/26/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"NIJC, NFP",105503622M,ADDRESS NOT PROVIDED,CHICAGO,IL,60604,"$1,800,000",UNKNOWN,2025,2027,1094,84,0,0,1,Large,"NIJC, NFP|105503622M",1
1272,DFSS-ARP-HS-LPF:,294442,0,1306705,DELEGATE AGENCY,1/1/2025,12/31/2027,03/26/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"NIJC, NFP",105503622M,ADDRESS NOT PROVIDED,CHICAGO,IL,60604,"$870,000",UNKNOWN,2025,2027,1094,84,0,0,1,Large,"NIJC, NFP|105503622M",1
1273,THE MUNICIPAL FINANCIAL EMPOWERMENT BLUEPRINT,304363,0,1321743,COMPTROLLER-OTHER,3/18/2025,7/22/2025,03/25/2025,DEPARTMENT OF FINANCE,HR & A ADVISORS INC,102529687H,99 HUDSON ST FL 3RD,NEW YORK,NY,10013,"$75,000",UNKNOWN,2025,2025,126,7,0,0,0,Medium,HR & A ADVISORS INC|102529687H,1
1274,DFSS-CORP-YS-OST:,210665,4,1247493,DELEGATE AGENCY,1/1/2023,12/31/2025,03/24/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"AFTER-SCHOOL MATTERS, INC.|CLEANED-UP",72580818P,66 E RANDOLPH ST FL 1ST,CHICAGO,IL,60601,$0,UNKNOWN,2023,2025,1095,813,1,0,0,Depends Upon Requirements,"AFTER-SCHOOL MATTERS, INC.|CLEANED-UP|72580818P",5
1275,FRANCISCAN OUTREACH,304277,0,1321603,COMPTROLLER-OTHER,3/31/2025,9/30/2027,03/24/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,FRANCISCAN OUTREACH,104563435H,717 W 18TH ST # B,CHICAGO,IL,60616,"$7,900",UNKNOWN,2025,2027,913,-7,0,0,0,Small,FRANCISCAN OUTREACH|104563435H,2
1276,1237845: ARTERIAL STREET RESURFACING SOUTH AREA-PROJECT NO. 97,262230,2,1237845,CONSTRUCTION-LARGE $3MILLIONORABOVE,4/9/2024,11/1/2025,03/24/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV,42441106P,935 W CHESTNUT ST STE 20,CHICAGO,IL,60622-5445,"$177,000",BID,2024,2025,571,349,0,0,1,Large,BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV|42441106P,4
1277,"TOWER/GROUND TWO-WAY RADIOS, PARTS, ACCESSORIES, AND RELATED COMPONENTS",108299,2,650026,COMMODITIES-AVIATION,8/22/2019,8/21/2026,03/24/2025,CHICAGO DEPARTMENT OF AVIATION,LEAVITT COMMUNICATIONS LLC,105455078E,7508 N RED LEDGE DR,PARADISE VALLEY,AZ,85253-2850,"$274,032",BID,2019,2026,2556,2041,0,0,1,Large,LEAVITT COMMUNICATIONS LLC|105455078E,2
1278,FRANCISCAN OUTREACH,304277,1,1321603,COMPTROLLER-OTHER,3/31/2025,9/30/2027,03/24/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,FRANCISCAN OUTREACH,104563435H,717 W 18TH ST # B,CHICAGO,IL,60616,"$7,892,100",UNKNOWN,2025,2027,913,-7,0,0,1,Large,FRANCISCAN OUTREACH|104563435H,2
1279,1202616: LAWRENCE AVENUE STREETSCAPE: CHICAGO RIVER TO WESTERN AVENUE,197266,12,1202616,CONSTRUCTION-LARGE $3MILLIONORABOVE,3/24/2025,3/24/2025,03/24/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,PAN-OCEANIC ENGINEERING CO INC,95584874P,6436 W HIGGINS AVENUE EFT,CHICAGO,IL,60656,"-$2,000",BID,2025,2025,0,0,0,1,0,Negative Modification,PAN-OCEANIC ENGINEERING CO INC|95584874P,13
1280,CDPH-CONTACT-TRACING: 297921 PHALANX FAMILY SERVICES,297921,0,1306887,DELEGATE AGENCY,1/1/2025,12/31/2025,03/21/2025,CHICAGO DEPARTMENT OF PUBLIC HEALTH,PHALANX FAMILY SERVICES,85554962P,4628 W WASHINGTON BLVD,CHICAGO,IL,60644,"$413,355",RFP,2025,2025,364,79,0,0,1,Large,PHALANX FAMILY SERVICES|85554962P,1
1281,"1231603: EUGENE SAWYER WATER PURIFICATION PLANT (SWPP) BOILER ROOM RENOVATION PROJECT, DWM PROJECT NO. 16-208",238222,1,1231603,CONSTRUCTION-LARGE $3MILLIONORABOVE,3/21/2025,3/21/2025,03/21/2025,DEPARTMENT OF WATER MANAGEMENT,JOHN BURNS CONSTRUCTION CO.,21972025E,17601 SOUTHWEST HWY,ORLAND PARK,IL,60462-0827,"$69,104",BID,2025,2025,0,0,0,0,0,Medium,JOHN BURNS CONSTRUCTION CO.|21972025E,2
1282,"CDPH-CONTACT-TRACING: 297920 HABILITATIVE SYSTEMS, INC.",297920,0,1306887,DELEGATE AGENCY,1/1/2025,12/31/2025,03/21/2025,CHICAGO DEPARTMENT OF PUBLIC HEALTH,"HABILITATIVES SYSTEMS, INC.",3612573H,415 S KILPATRICK AVE # 1ST,CHICAGO,IL,60644,"$288,148",RFP,2025,2025,364,79,0,0,1,Large,"HABILITATIVES SYSTEMS, INC.|3612573H",1
1283,738719: MCA FOR CITY-WIDE CDOT PROJECTS - TM,114536,2,738719,ARCH/ENGINEERING,8/14/2020,8/1/2027,03/21/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,GLOBETROTTERS ENG. CORP.,33672803L,"& CONSOER,TOWNSEND & ASSOC J V",CHICAGO,IL,60606,$0,MASTER AGREEMENT,2020,2027,2543,1680,1,0,0,Depends Upon Requirements,GLOBETROTTERS ENG. CORP.|33672803L,1
1284,DFSS-CDBG-WS-EPPP:,294115,0,1237958,DELEGATE AGENCY,1/1/2025,12/31/2025,03/20/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,PHALANX FAMILY SERVICES,85554962P,4628 W WASHINGTON BLVD,CHICAGO,IL,60644,"$105,600",UNKNOWN,2025,2025,364,78,0,0,1,Large,PHALANX FAMILY SERVICES|85554962P,1
1285,DFSS-CDBG-WS-EPPP:,293889,0,1237958,DELEGATE AGENCY,1/1/2022,12/31/2025,03/20/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CENTERS FOR NEW HORIZONS 01,15427701H,4150 S KING DRIVE EFT,CHICAGO,IL,60653,"$211,200",UNKNOWN,2022,2025,1460,1174,0,0,1,Large,CENTERS FOR NEW HORIZONS 01|15427701H,1
1286,"TARGET MARKET 
MASTER CONSULTING AGREEMENT FOR 
INFORMATION TECHNOLOGY CONSULTING AND RELATED SERVICES FOR 
VARIOUS SCOPE CATEGORIES",223832,2,1222627,"PRO SERV CONSULTING $250,000ORABOVE",8/23/2023,7/31/2028,03/20/2025,DEPARTMENT OF TECHNOLOGY AND INNOVATION,"WILLIAM EVERETT GROUP, INC",105469914L,35 E WACKER DR,CHICAGO,IL,60601,$0,MASTER AGREEMENT,2023,2028,1804,575,1,0,0,Depends Upon Requirements,"WILLIAM EVERETT GROUP, INC|105469914L",3
1287,DFSS-CORP-WS-EPPP:,293890,0,1237958,DELEGATE AGENCY,1/1/2025,12/31/2025,03/20/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,TEAMWORK ENGLEWOOD,46806107T,815 W 63RD ST,CHICAGO,IL,60621,"$211,200",UNKNOWN,2025,2025,364,78,0,0,1,Large,TEAMWORK ENGLEWOOD|46806107T,1
1288,1116719: JACKSON PARK MOBILITY IMPROVEMENTS,177310,48,1116719,CONSTRUCTION-LARGE $3MILLIONORABOVE,3/20/2025,3/20/2025,03/20/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC",94387210X,5515 N EAST RIVER ROAD EFT,CHICAGO,IL,60656,"$149,336",BID,2025,2025,0,0,0,0,1,Large,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC|94387210X",36
1289,1237845: ARTERIAL STREET RESURFACING SOUTH AREA-PROJECT NO. 97,262230,1,1237845,CONSTRUCTION-LARGE $3MILLIONORABOVE,4/9/2024,11/1/2025,03/20/2025,CHICAGO DEPARTMENT OF TRANSPORTATION,BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV,42441106P,935 W CHESTNUT ST STE 20,CHICAGO,IL,60622-5445,"$125,345",BID,2024,2025,571,345,0,0,1,Large,BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV|42441106P,4
1290,DFSS-CDBG-WS-EPPP:,293888,0,1237958,DELEGATE AGENCY,1/1/2025,12/31/2025,03/20/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,COVENANT HOUSE ILLINOIS INC,105478484E,30 W CHICAGO AVE,CHICAGO,IL,60654,"$211,200",UNKNOWN,2025,2025,364,78,0,0,1,Large,COVENANT HOUSE ILLINOIS INC|105478484E,1
1291,DFSS-CDBG-WS-EPPP:,293915,0,1237958,DELEGATE AGENCY,1/1/2025,12/31/2025,03/20/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CATHOLIC BISHOP OF CHICAGO - ST. SABINA CHURCH,102489050V,ST. PIUS V PARISH/HOPE,CHICAGO,IL,60608,"$211,200",UNKNOWN,2025,2025,364,78,0,0,1,Large,CATHOLIC BISHOP OF CHICAGO - ST. SABINA CHURCH|102489050V,1
1292,DFSS-CORP-WS-NCU:,302432,0,1298681,DELEGATE AGENCY,3/1/2025,12/31/2026,03/20/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,THE CARA PROGRAM,99076525Z,237 S DESPLAINES STREET EFT,CHICAGO,IL,60661,"$9,463,040",UNKNOWN,2025,2026,670,19,0,0,1,Large,THE CARA PROGRAM|99076525Z,1
1293,DFSS-CORP-YS-OST:,210677,2,1247493,DELEGATE AGENCY,1/1/2023,12/31/2025,03/19/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,GUITARS OVER GUNS ORGANIZATION INC,105475780M,1000 W 15TH ST,CHICAGO,IL,60608,$0,UNKNOWN,2023,2025,1095,808,1,0,0,Depends Upon Requirements,GUITARS OVER GUNS ORGANIZATION INC|105475780M,3
1294,DFSS-ARP-WS-APP:,303608,0,1253580,DELEGATE AGENCY,1/1/2025,12/31/2025,03/19/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT #508, COUNTY OF COOK & STATE OF ILLINOIS",102485421X,4300 N NARRAGANSETT AVE,CHICAGO,IL,60634,"$7,606,894",UNKNOWN,2025,2025,364,77,0,0,1,Large,"BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT #508, COUNTY OF COOK & STATE OF ILLINOIS|102485421X",1
1295,DFSS-ARP-DV-RRPC:,197661,4,1251581,DELEGATE AGENCY,5/15/2022,12/31/2025,03/19/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ALL CHICAGO MAKING HOMELESSNESS HISTORY,97415498V,651 W WASHINGTON BLVD,CHICAGO,IL,60661,$0,UNKNOWN,2022,2025,1326,1039,1,0,0,Depends Upon Requirements,ALL CHICAGO MAKING HOMELESSNESS HISTORY|97415498V,4
1296,DFSS-ARP-YS-MCMF:,303271,0,1263684,DELEGATE AGENCY,2/1/2025,1/31/2026,03/19/2025,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,NORTHWEST SIDE HOUSING CENTER,97390956Z,5233 W DIVERSEY AVENUE EFT,CHICAGO,IL,60638,"$176,320",UNKNOWN,2025,2026,364,46,0,0,1,Large,NORTHWEST SIDE HOUSING CENTER|97390956Z,1
1297,"CDPH-CONTACT-TRACING: PO 297917 SINAI COMMUNITY INSTITUTE, INC.",297917,0,1306887,DELEGATE AGENCY,1/1/2025,12/31/2025,03/19/2025,CHICAGO DEPARTMENT OF PUBLIC HEALTH,"SINAI COMMUNITY INSTITUTE, INC.",31321008Z,2653 W OGDEN AVE,CHICAGO,IL,60608,"$413,354",RFP,2025,2025,364,77,0,0,1,Large,"SINAI COMMUNITY INSTITUTE, INC.|31321008Z",1
1298,DPD-ARP-POP:,192980,5,1243875,DELEGATE AGENCY,7/1/2022,12/31/2025,03/18/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,NEW COVENANT CDC,105490538H,ADDRESS NOT PROVIDED,CHICAGO,IL,60608,$0,RFP,2022,2025,1279,991,1,0,0,Depends Upon Requirements,NEW COVENANT CDC|105490538H,4
1299,DPD-ARP-POP:,192977,5,1243875,DELEGATE AGENCY,6/20/2022,12/31/2025,03/18/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,"BORDERLESS WORKSHOP, INC.",105488101A,ADDRESS NOT PROVIDED,CHICAGO,IL,60604,$0,RFP,2022,2025,1290,1002,1,0,0,Depends Upon Requirements,"BORDERLESS WORKSHOP, INC.|105488101A",3
1300,GRANT AGREEMENT FOR CHICAGO MONUMENTS PROJECT PLANNING GRANT: REKIA BOYD MEMORIAL,303544,0,1321140,COMPTROLLER-OTHER,2/1/2025,5/31/2026,03/18/2025,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,A LONG WALK HOME,105495538H,ADDRESS NOT PROVIDED,CHICAGO,IL,60647,"$200,000",UNKNOWN,2025,2026,484,45,0,0,1,Large,A LONG WALK HOME|105495538H,1
1301,PARTNERSHIP AGREEMENT - 100 FREE ACTS,303541,0,1321136,COMPTROLLER-OTHER,3/10/2024,12/31/2026,03/18/2025,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,GOODMAN THEATRE/CHICAGO THEA GR,3890565A,170 N DEARBORN ST,CHICAGO,IL,60601,"$100,000",UNKNOWN,2024,2026,1026,373,0,0,1,Large,GOODMAN THEATRE/CHICAGO THEA GR|3890565A,1
1302,EXHIBIT SERVICES FOR O'HARE TERMINAL 5 EXPANSION PUBLIC ART,287527,1,1310130,COMPTROLLER-OTHER,8/12/2024,8/11/2025,03/18/2025,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,DUGGAL VISUAL SOLUTIONS INC.,105506771A,ADDRESS NOT PROVIDED,BROOKLYN,NY,11205,$0,UNKNOWN,2024,2025,364,218,1,0,0,Depends Upon Requirements,DUGGAL VISUAL SOLUTIONS INC.|105506771A,2
1303,"CONSERVATION OF ARTWORK, STUART DEAN, MLK WALK",280174,1,1305066,COMPTROLLER-OTHER,6/10/2024,6/30/2026,03/18/2025,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,STUART-DEAN OF ILLINOIS INC,9363150X,PO BOX 10034,NEW YORK,NY,10259,"$6,460",UNKNOWN,2024,2026,750,281,0,0,0,Small,STUART-DEAN OF ILLINOIS INC|9363150X,2
1304,DPD-CORP-LIRI,299149,0,1294362,DELEGATE AGENCY,1/1/2025,12/31/2026,03/18/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,NORTH BRANCH WORKS,102527385L,1866 N MARCEY ST,CHICAGO,IL,60614,"$222,494",RFP,2025,2026,729,76,0,0,1,Large,NORTH BRANCH WORKS|102527385L,1
1305,"CONSERVATION AGREEMENT - HEART SPECTRUM, 2017",303543,0,1321137,COMPTROLLER-OTHER,2/27/2025,12/31/2025,03/18/2025,DEPARTMENT OF CULTURAL AFFAIRS AND SPECIAL EVENTS,ERIK DEBAT,102467615M,2633 NORTH TROY,CHICAGO,IL,60647,"$8,310",UNKNOWN,2025,2025,307,19,0,0,0,Small,ERIK DEBAT|102467615M,1
1306,DOH-CDBG-TACOM:,178770,5,1221543,DELEGATE AGENCY,1/1/2022,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,ZAM'S HOPE,31327882V,6355 N CLAREMONT AVE STE 209,CHICAGO,IL,60659,"$66,186",RFP,2022,2025,1460,1171,0,0,0,Medium,ZAM'S HOPE|31327882V,3
1307,DOH-CDBG-HCC:,253030,1,1278176,DELEGATE AGENCY,1/1/2024,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,"NEIGHBORHOOD HOUSING SERVICES CHICAGO, INC.",94057857Z,1279 N MILWAUKEE AVE,CHICAGO,IL,60622,"$247,500",RFP,2024,2025,730,441,0,0,1,Large,"NEIGHBORHOOD HOUSING SERVICES CHICAGO, INC.|94057857Z",2
1308,DOH-HOME-CHDO-OS:,178600,4,1222401,DELEGATE AGENCY,1/1/2022,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,"VOICE OF THE PEOPLE, INC.",93733611T,BLDG OPERATING,CHICAGO,IL,60640,"$50,000",RFP,2022,2025,1460,1171,0,0,0,Medium,"VOICE OF THE PEOPLE, INC.|93733611T",2
1309,DPD-CORP-LIRI,299141,0,1294362,DELEGATE AGENCY,1/1/2025,12/31/2026,03/17/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,PILSEN CHAMBER OF COMMERCE,105509528E,ADDRESS NOT PROVIDED,CHICAGO,IL,60608,"$128,000",RFP,2025,2026,729,75,0,0,1,Large,PILSEN CHAMBER OF COMMERCE|105509528E,1
1310,DPD-ARP-POP:,188151,3,1240258,DELEGATE AGENCY,3/15/2022,12/31/2025,03/17/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,WESTSIDE HEALTH AUTHORITY,22686520T,ATTN: BUSINESS OFFICE/J. REED,CHICAGO,IL,60651,$0,RFP,2022,2025,1387,1098,1,0,0,Depends Upon Requirements,WESTSIDE HEALTH AUTHORITY|22686520T,3
1311,DPD-CORP-LIRI:,299148,0,1294362,DELEGATE AGENCY,1/1/2025,12/31/2026,03/17/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,PETERSON-PULASKI BUS IND COUNCIL,93428220V,5740 N TRIPP AVE,CHICAGO,IL,60646,"$169,930",RFP,2025,2026,729,75,0,0,1,Large,PETERSON-PULASKI BUS IND COUNCIL|93428220V,1
1312,PROFESSIONAL SEWER DESIGN ENGINEERING SERVICES,71046,2,137279,ARCH/ENGINEERING,5/7/2018,11/3/2025,03/17/2025,DEPARTMENT OF WATER MANAGEMENT,"AECOM TECHNICAL SERVICES, INC.",94920393E,1178 PAYSPHERE CIR,CHICAGO,IL,60674,$0,MASTER AGREEMENT,2018,2025,2737,2506,1,0,0,Depends Upon Requirements,"AECOM TECHNICAL SERVICES, INC.|94920393E",3
1313,DOH-CDBG-TACOM:,178757,3,1221543,DELEGATE AGENCY,1/1/2022,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,"VOICE OF THE PEOPLE, INC.",93733611T,BLDG OPERATING,CHICAGO,IL,60640,"$52,500",RFP,2022,2025,1460,1171,0,0,0,Medium,"VOICE OF THE PEOPLE, INC.|93733611T",2
1314,DPD-ARP-POP:,192979,6,1243875,DELEGATE AGENCY,7/1/2022,12/31/2025,03/17/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,IAYV INC,105490543Z,6018 S ST LAWRENCE AVE,CHICAGO,IL,60637,$0,RFP,2022,2025,1279,990,1,0,0,Depends Upon Requirements,IAYV INC|105490543Z,4
1315,DPD-ARP-POP:,192976,5,1243875,DELEGATE AGENCY,7/1/2022,12/31/2025,03/17/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,WEST HUMBOLDT PARK FAMILY & COMMUNITY DEVELOPMENT COUNCIL,31318659L,COMMUNITY DEVELOPMENT COUNCIL,CHICAGO,IL,60651,$0,RFP,2022,2025,1279,990,1,0,0,Depends Upon Requirements,WEST HUMBOLDT PARK FAMILY & COMMUNITY DEVELOPMENT COUNCIL|31318659L,3
1316,DOH-CDBG-HCC:,253028,1,1278176,DELEGATE AGENCY,1/1/2024,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,YWCA METROPOLITAN CHICAGO,10054278H,180 N WABASH AVE STE 300,CHICAGO,IL,60601,"$67,500",RFP,2024,2025,730,441,0,0,0,Medium,YWCA METROPOLITAN CHICAGO|10054278H,2
1317,DOH-CORP-TACIT:,253088,2,1278849,DELEGATE AGENCY,1/1/2024,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,REBUILDING TOGETHER METRO CHICAGO,102689466L,4507 N RAVENSWOOD AVE 106 EFT,CHICAGO,IL,60640,"$95,184",RFP,2024,2025,730,441,0,0,0,Medium,REBUILDING TOGETHER METRO CHICAGO|102689466L,2
1318,DOH-CORP-TACIT:,253078,2,1278849,DELEGATE AGENCY,1/1/2024,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,NETWORK ADVOCATING AGAINST DOMESTIC VIOLENCE,105462897V,WOMENS NETWORK (EFT),CHICAGO,IL,60601,"$72,770",RFP,2024,2025,730,441,0,0,0,Medium,NETWORK ADVOCATING AGAINST DOMESTIC VIOLENCE|105462897V,2
1319,DOH-CORP-TACIT:,253093,2,1278849,DELEGATE AGENCY,1/1/2024,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,YWCA METROPOLITAN CHICAGO,10054278H,180 N WABASH AVE STE 300,CHICAGO,IL,60601,"$89,987",RFP,2024,2025,730,441,0,0,0,Medium,YWCA METROPOLITAN CHICAGO|10054278H,2
1320,"ARMED SECURITY GUARD SERVICES (GROUPS A: OEMC, B: DCASE, C; CITYWIDE FACILITIES) TARGET MARKET",296778,0,1230856,WORK SERVICES / FACILITIES MAINT.,3/13/2025,3/13/2030,03/17/2025,OFFICE OF PUBLIC SAFETY ADMINISTRATION,PAGE SECURITY INC,105509916E,9453 S ASHLAND AVE STE 7,CHICAGO,IL,60620,"$23,138,501",BID,2025,2030,1826,4,0,0,1,Large,PAGE SECURITY INC|105509916E,1
1321,DPD-ARP-CAP:,269399,2,1294362,DELEGATE AGENCY,5/1/2024,12/31/2025,03/17/2025,DEPARTMENT OF PLANNING AND DEVELOPMENT,MAGNIFICENT MILE ASSOCIATION,105457840Z,625 N MICHIGAN AVE STE 401,CHICAGO,IL,60611,"$687,500",RFP,2024,2025,609,320,0,0,1,Large,MAGNIFICENT MILE ASSOCIATION|105457840Z,3
1322,PUBLIC ADDRESS SYSTEM UPGRADES FOR O'HARE INTERNATIONAL AIRPORT (SPEC #124497),46920,4,124497,PRO SERV-AVIATION,1/9/2017,7/31/2030,03/17/2025,CHICAGO DEPARTMENT OF AVIATION,SDI PRESENCE LLC,105460379T,200 E RANDOLPH ST,CHICAGO,IL,60601,"$1,500,220",RFP,2017,2030,4951,2989,0,0,1,Large,SDI PRESENCE LLC|105460379T,2
1323,DOH-CDBG-HCC:,253036,1,1278176,DELEGATE AGENCY,1/1/2024,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,RESURRECTION PROJECT,103368522L,1805 S ASHLAND AVENUE EFT,CHICAGO,IL,60608,"$150,440",RFP,2024,2025,730,441,0,0,1,Large,RESURRECTION PROJECT|103368522L,2
1324,DOH-HOME-CHDO-OS:,178601,2,1222401,DELEGATE AGENCY,1/1/2022,12/31/2025,03/17/2025,DEPARTMENT OF HOUSING,SARAH'S CIRCLE,99253746H,4750 N SHERIDAN RD # 220,CHICAGO,IL,60640,"$50,000",RFP,2022,2025,1460,1171,0,0,0,Medium,SARAH'S CIRCLE|99253746H,2
1325,"PARTS AND REPAIR SERVICES - MECHANICAL, MAINTENANCE, ELECTRICAL, AND BODY REPAIRS FOR CITY-OWNED AUTOMOBILES AND TRUCKS (GROUPS L1, L2, & L3)",20300,13,66458A,VEHICLES/HEAVY EQUIPMENT (CAPITAL),2/5/2010,1/30/2026,03/17/2025,DEPT OF FLEET MGMT,"BUS & TRUCK OF CHICAGO, INC",95644507E,7447 S CENTRAL AVE STE B,BEDFORD PARK,IL,60638,"$884,243",BID,2010,2026,5838,5519,0,0,1,Large,"BUS & TRUCK OF CHICAGO, INC|95644507E",2
1326,DOH-HOME-CHDO-OS:,178598,2,1222401,DELEGATE AGENCY,3/1/2022,12/31/2025,03/14/2025,DEPARTMENT OF HOUSING,LATIN.UNITED.COMMUNITY.HOUSING.A. SERVICES,3971023V,3541 W NORTH AVE,CHICAGO,IL,60647,"$50,000",RFP,2022,2025,1401,1109,0,0,0,Medium,LATIN.UNITED.COMMUNITY.HOUSING.A. SERVICES|3971023V,2
1327,DOH-CORP-HCBA:,179015,2,1221547,DELEGATE AGENCY,1/1/2022,12/31/2025,03/14/2025,DEPARTMENT OF HOUSING,HISTORIC CHICAGO BUNGALOW (LISC)|CLEANED-UP,95251535P,FIFTH THIRD BANK #7240335765,CHICAGO,IL,60604,"$50,000",RFP,2022,2025,1460,1168,0,0,0,Medium,HISTORIC CHICAGO BUNGALOW (LISC)|CLEANED-UP|95251535P,2
1328,DOH-CDBG-HCC:,253039,1,1278176,DELEGATE AGENCY,1/1/2024,12/31/2025,03/14/2025,DEPARTMENT OF HOUSING,NORTHWEST SIDE HOUSING CENTER,97390956Z,5233 W DIVERSEY AVENUE EFT,CHICAGO,IL,60638,"$95,000",RFP,2024,2025,730,438,0,0,0,Medium,NORTHWEST SIDE HOUSING CENTER|97390956Z,2
